都道府県名,測量地域,測量目的,測量種別,縮尺,事業量,計画機関,実施機関,作業期間,付図番号
大阪府,吹田市,土地区画整理,基準点,,7point,吹田市,大阪市都市整備協会,"56.11.15,57.3.31",
大阪府,東大阪市,道路台帳,基準点,,11point,東大阪市,日建技術コンサルタント,"56.10.5,57.3.31",
大阪府,"堺市,高石市,泉大津市,岸和田市,貝塚市,泉佐野市,忠岡町,岬町",地盤沈下,水準,,143.0km,大阪府岸和田港湾事務所,ナンヨー開発測量,"56.12.15,57.3.20",1115
大阪府,,港湾調査,水準,,115.7km,大阪市港湾局,日本工事測量,"57.1.5,57.2.16",
大阪府,,地盤沈下,水準,,407.0km,大阪府,"大阪測量,八州,サンヨー開発測量,南海コンサルタント","56.10.1,57.2.28",554
大阪府,枚方市,地盤沈下,水準,,62.0km,枚方市,内外エンジニアリング,"56.10.1,57.2.28",609
大阪府,大阪市,地盤沈下,水準,,188.0km,大阪市,日本工事測量,"56.10.1,57.2.28",638
兵庫県,伊丹市,地盤沈下,水準,,32.0km,伊丹市,東洋航空事業,"56.11.1,57.2.28",687
大阪府,東大阪市,地盤沈下,水準,,20.0km,東大阪市,八州,"56.12.1,57.2.28",863
大阪府,堺市,地盤沈下,水準,,63.0km,堺市,八州,"56.11.10,57.2.27",967
大阪府,守口市,地盤沈下,水準,,21.0km,守口市,パシフイック航業,"56.10.1,57.2.28",1127
大阪府,四條畷市,文化財調査,撮影,4000,18.9KM2,四條畷市,アジア航測,"56.12.28,57.1.30",1200
大阪府,枚方市,道路台帳,"撮影,図化","4000,,500","65.0KM2,34.4KM2",枚方市,国際航業,"56.5.18,60.3.25",282
大阪府,箕面市,道路台帳,"撮影,図化,図化修正","4000,,500,,500","45.0KM2,9.0KM2,1.6KM2",箕面市,アジア航測,"56.6.25,58.2.28",442
大阪府,泉佐野市,道路台帳,"撮影,図化","4000,,500","47.4KM2,28.0KM2",泉佐野市,アジア航測,"56.10.1,59.3.31",713
大阪府,門真市,道路台帳,"撮影,図化","4000,,500","23.0KM2,12.2KM2",門真市,アジア航測,"56.10.20,59.3.10",810
大阪府,八尾市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","43.4KM2,11.3KM2,36.1KM2,5.2KM2",八尾市,パシフイック航業,"57.2.20,60.3.15",1326
大阪府,高槻市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","42.0KM2,64.0KM2,37.6KM2,3.6KM2",高槻市,パシフイック航業,"56.11.27,60.3.31",1386
大阪府,阪南町,道路台帳,"撮影,図化","4000,,500","24.8KM2,12.9KM2",阪南町,パシフイック航業,"57.2.19,59.2.28",1325
大阪府,大阪市,鉄道計画,"撮影,図化","4000,,500","8.2KM2,1.0KM2",日本国有鉄道大阪工事局,アジア航測,"56.12.1,57.3.28",
大阪府,"貝塚市,泉佐野市,熊取町,泉南市",鉄道計画,"撮影,図化","4000,,1000","6.5KM2,0.2KM2",日本国有鉄道大阪工事局,東洋航空事業,"57.1.11,57.3.20",
大阪府,能勢町,道路台帳,"撮影,図化","8000,,1000","98.6KM2,3.1KM2",能勢町,東洋航空事業,"56.9.10,57.9.30",577
大阪府,大阪市,河川平面図,"撮影,図化","12500,,2500","60.0KM2,8.8KM2",大阪府西大阪治水事務所,パシフイック航業,"56.10.12,57.3.20",
大阪府,,電源開発,"撮影,図化","20000,,5000","581.9KM2,71.1KM2",(財)新エネルギー財団水力本部,アジア航測,"56.10.13,57.3.10",
大阪府,高石市,道路台帳,図化,500,4.2KM2,高石市,アジア航測,"56.7.1,57.3.31",
大阪府,堺市,道路台帳,図化,500,12.9KM2,堺市,国際航業,"56.8.15,57.3.31",
大阪府,摂津市,道路台帳,図化,500,2.9KM2,摂津市,パシフイック航業,"56.6.12,57.3.31",
大阪府,泉南市,道路台帳,図化,500,5.2KM2,泉南市,パシフイック航業,"56.12.10,57.3.20",1324
大阪府,岸和田市,道路台帳,平板,500,3.5KM2,岸和田市,パシフイック航業,"56.7.10,57.8.31",
兵庫県,尼崎市,都市計画,基準点,,60point,尼崎市,パシフイック航業,"56.11.12,57.2.27",
兵庫県,龍野市,境界調査,基準点,,8point,大阪営林局,自営,"56.7.1,56.12.20",
兵庫県,"尼崎市,西宮市,伊丹市",地盤沈下,水準,,13.0km,兵庫県,東洋航空事業,"56.10.1,56.12.10",
兵庫県,尼崎市,地盤沈下,水準,,100.0km,尼崎市,東洋航空事業,"56.11.1,57.2.28",641
兵庫県,猪名川町,都市計画,"撮影,撮影","12500,,4000","90.3KM2,76.0KM2",猪名川町,東洋航空事業,"56.4.10,56.5.30",40
兵庫県,"今田町,黒田庄町,柏原町,青垣町",導水計画,撮影,12500,48.3KM2,兵庫県,アジア航測,"56.6.26,56.12.12",
兵庫県,豊岡市,森林計画,撮影,16000,938.0KM2,兵庫県,日本産業航空,"56.4.18,56.7.31",118
兵庫県,夢前町,森林計画,撮影,16000,1279.0KM2,兵庫県,中庭測量,"57.5.1,57.7.31",1402
兵庫県,兵庫県,道路台帳,"撮影,図化","4000,,500","76.0KM2,2.2KM2",兵庫県,パシフイック航業,"56.10.24,57.3.25",
兵庫県,兵庫県,道路台帳,"撮影,図化","4000,,500","205.0KM2,2.5KM2",兵庫県,国際航業,"56.10.24,57.3.25",
兵庫県,兵庫県,道路台帳,"撮影,図化","4000,,500","84.5KM2,2.5KM2",兵庫県,アジア航測,"56.10.24,57.3.25",
兵庫県,伊丹市,下水道台帳,"撮影,図化","4000,,500","15.6KM2,4.1KM2",伊丹市,日本工事測量,"56.6.12,56.12.8",298
兵庫県,加古川市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","97.0KM2,40.0KM2,90.6KM2,37.1KM2",加古川市,パシフイック航業,"56.9.10,59.3.31",637
兵庫県,揖保川町,道路台帳,"撮影,撮影,図化","4000,,8000,,1000","3.5KM2,53.9KM2,2.0KM2",揖保川町,国際航業,"56.6.5,57.2.25",184
兵庫県,社町,道路台帳,"撮影,図化","4000,,500","87.0KM2,9.4KM2",社町,パシフイック航業,"56.11.25,57.12.20",1055
兵庫県,浜坂町,道路台帳,"撮影,図化","4000,,500","6.4KM2,0.2KM2",浜坂町,パシフイック航業,"56.12.10,59.2.27",
兵庫県,三田市,宅地開発,"撮影,図化","4000,,500","8.1KM2,1.1KM2",住宅都市整備公団北摂・北神開発事務所,東洋航空事業,"56.10.1,56.11.30",
兵庫県,"出石町,豊岡市,香住町","河川改修,道路改修","撮影,図化","8000,,1000","111.9KM2,1.5KM2",近畿地建豊岡工事事務所,関西航測,"56.11.2,57.1.18",962
兵庫県,青垣町,道路改良,"撮影,図化","8000,,2500","4.8KM2,3.5KM2",兵庫県柏原土木事務所,国際航業,"56.5.20,56.6.18",
兵庫県,三田市,ほ場整備,"撮影,図化","8000,,1000","42.1KM2,6.0KM2",三田市,アジア航測,"57.2.22,57.4.30",1391
兵庫県,南光町,道路台帳,"撮影,図化","8000,,1000","47.5KM2,5.6KM2",南光町,国際航業,"56.4.20,57.3.15",66
兵庫県,柏原町,道路台帳,"撮影,図化","8000,,1000","59.0KM2,2.7KM2",柏原町,関西航測,"56.4.27,57.3.31",178
兵庫県,佐用町,道路台帳,"撮影,図化","8000,,1000","115.0KM2,5.2KM2",佐用町,国際航業,"56.6.11,56.12.20",187
兵庫県,淡路町,道路台帳,"撮影,図化","8000,,1000","13.7KM2,1.5KM2",淡路町,東洋航空事業,"56.9.10,57.3.25",689
兵庫県,太子町,道路台帳,"撮影,図化","8000,,1000","22.8KM2,4.4KM2",太子町,アジア航測,"56.9.18,57.3.31",692
兵庫県,福崎町,道路台帳,"撮影,図化","8000,,1000","46.2KM2,5.5KM2",福崎町,国際航業,"56.10.26,57.3.20",864
兵庫県,安富町,道路台帳,"撮影,図化","8000,,1000","71.6KM2,1.5KM2",安富町,関西航測,"56.9.21,57.3.10",965
兵庫県,一宮町,農村総合モデル事業,"撮影,図化","8000,,2500","179.6KM2,37.2KM2",一宮町,関西航測,"56.10.8,57.3.31",1130
兵庫県,夢前町,道路台帳,"撮影,図化","8000,,2500","142.0KM2,5.1KM2",夢前町,関西航測,"56.12.25,57.10.30",1172
兵庫県,大河内町,道路台帳,"撮影,図化","8000,,1000","98.1KM2,1.9KM2",大河内町,アジア航測,"57.2.1,57.3.20",1237
兵庫県,香寺町,都市計画,"撮影,図化","12500,,2500","69.3KM2,31.7KM2",香寺町,アジア航測,"56.8.17,57.3.31",
兵庫県,明石市,道路台帳,図化,500,2.3KM2,明石市,アジア航測,"56.7.1,57.3.31",
兵庫県,神戸市,都市計画,"図化,図化修正,編集","1000,,1000,,1000","15.0KM2,5.0KM2,1.0KM2",神戸市土木局北神開発事務所,関西航測,"56.11.18,57.2.28",
兵庫県,三田市,都市計画,図化,2500,56.0KM2,兵庫県,アジア航測,"56.8.17,56.9.19",541
兵庫県,神戸市,都市計画,図化,2500,177.8KM2,神戸市,国際航業,"56.8.29,57.3.15",639
兵庫県,淡路町,都市計画,図化,2500,13.7KM2,淡路町,東洋航空事業,"56.9.10,57.2.10",690
兵庫県,西宮市,道路計画,平板,500,0.3KM2,西宮市,八州,"56.7.6,57.3.20",
兵庫県,西宮市,土地区画整理,平板,500,0.4KM2,西宮市,八州,"56.8.20,57.3.12",
兵庫県,西宮市,土地区画整理,平板,500,0.1KM2,西宮市,八州,"56.11.21,57.3.20",
兵庫県,川西市,道路台帳,平板,500,0.3KM2,川西市,昭和測量設計,"56.9.1,57.2.26",
奈良県,奈良市,文化財発堀調査,基準点,,10point,奈良市,東洋航空事業,"56.3.16,56.4.30",
奈良県,奈良市,文化財発堀調査,基準点,,10point,奈良市,東洋航空事業,"57.1.22,57.3.20",
奈良県,,境界調査,基準点,,3point,大阪営林局,自営,"56.7.1,56.12.20",
奈良県,大和郡山市,公園整備,撮影,6000,16.0KM2,奈良県,アジア航測,"56.4.1,56.7.1",
奈良県,,森林計画,撮影,16000,322.0KM2,奈良県,"八州,大阪写真測量所","57.4.1,57.7.1",1401
奈良県,,道路台帳,"撮影,図化","4000,,500","5.4KM2,0.4KM2",奈良県,奈良県測量設計協同組合,"56.9.22,57.3.31",862
奈良県,菟田野町,道路台帳,"撮影,図化","4000,,500","11.5KM2,0.7KM2",奈良県,日建技術コンサルタント,"56.10.1,57.2.29",862
奈良県,,道路台帳,"撮影,図化","4000,,500","8.5KM2,0.7KM2",奈良県,奈良県測量設計協同組合,"56.12.19,57.3.31",
奈良県,天理市,道路台帳,"撮影,図化","4000,,500","9.3KM2,0.6KM2",奈良県,ワールド航空事業,"56.12.18,57.3.31",
奈良県,生駒市,道路台帳,"撮影,図化","4000,,500","22.5KM2,3.7KM2",生駒市,パシフイック航業,"56.9.11,57.3.31",813
奈良県,大和郡山市,道路台帳,"撮影,図化","4000,,500","3.9KM2,2.0KM2",大和郡山市,パシフイック航業,"56.9.16,57.3.31",
奈良県,大和郡山市,道路台帳,"撮影,図化","4000,,500","3.5KM2,2.6KM2",大和郡山市,パシフイック航業,"56.12.1,57.3.25",
奈良県,三郷町,道路台帳,"撮影,図化","4000,,500","14.8KM2,1.2KM2",三郷町,関西航測,"56.4.1,56.12.25",
奈良県,広陵町,道路台帳,"撮影,図化","4000,,500","16.1KM2,4.7KM2",広陵町,国際航業,"56.9.1,58.3.31",613
奈良県,山添村,農地造成,"撮影,図化","8000,,1000","8.8KM2,2.2KM2",近畿農政局大和高原開拓建設事業所,国際航業,"56.6.30,56.10.12",
奈良県,上北山村,道路台帳,"撮影,図化","8000,,1000","36.6KM2,1.2KM2",奈良県,アジア航測,"56.10.5,57.2.28",862
奈良県,菟田野町,道路台帳,"撮影,図化","8000,,1000","41.8KM2,5.0KM2",菟田野町,パシフイック航業,"56.5.20,57.2.27",181
奈良県,當麻町,都市計画,"撮影,図化","8000,,1000","25.0KM2,7.1KM2",当麻町,大阪写真測量所,"55.8.20,56.7.30",281
奈良県,吉野町,道路台帳,"撮影,図化","8000,,1000","94.9KM2,15.0KM2",吉野町,パシフイック航業,"57.2.1,58.6.15",1323
奈良県,室生村,道路台帳,"撮影,図化","8000,,1000","158.0KM2,12.0KM2",室生村,パシフイック航業,"56.5.1,57.3.10",182
奈良県,奈良県,都市計画,"撮影,図化","12500,,10000","1314.0KM2,1159.3KM2",奈良県,アジア航測,"56.6.15,56.10.15",280
奈良県,桜井市,道路台帳,図化,500,0.7KM2,桜井市,パシフイック航業,"56.11.24,57.3.30",
奈良県,當麻町,都市計画,図化,2500,16.3KM2,当麻町,大阪写真測量所,"56.6.25,56.9.21",542
奈良県,"桜井市,天理市",道路台帳,平板,500,0.3KM2,奈良県,奈良測量設計事務所,"56.12.18,57.3.31",
奈良県,"天理市,奈良市",道路台帳,平板,500,0.4KM2,奈良県,渡部測量設計社,"56.12.18,57.3.31",
和歌山県,海南市,道路台帳,撮影,4000,61.8KM2,海南市,パシフイック航業,"56.7.10,57.3.31",578
和歌山県,下津町,道路台帳,"撮影,撮影","4000,,8000","24.0KM2,39.6KM2",下津町,アジア航測,"56.8.1,56.9.10",443
和歌山県,"白浜町,上富田町,すさみ町,田辺市",森林調査,撮影,20000,850.0KM2,大阪国税局,玉野総合コンサルタント,"56.9.1,56.12.31",555
和歌山県,田辺市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","9.5KM2,140.0KM2,5.6KM2,6.4KM2",田辺市,国際航業,"56.6.1,57.9.30",439
和歌山県,南部町,農地開発,"撮影,図化","7000,,1000","8.2KM2,1.2KM2",南部町,東洋航空事業,"57.2.1,57.4.30",
和歌山県,川辺町,農地開発,"撮影,図化","7000,,1000","3.8KM2,0.3KM2",川辺町,アジア航測,"57.2.27,57.3.31",
和歌山県,和歌山県,道路台帳,"撮影,図化","8000,,1000","327.0KM2,12.0KM2",和歌山県,"国際航業,パシフイック航業,アジア航測,玉野総合コンサルタント","56.12.10,57.3.10",
和歌山県,那賀町,集落改良事業,"撮影,図化","8000,,2500","30.0KM2,4.3KM2",那賀町,パシフイック航業,"56.4.20,56.5.31",93
和歌山県,打田町,都市計画,"撮影,図化","8000,,2500","77.9KM2,45.6KM2",打田町,国際航業,"56.9.22,57.3.31",686
和歌山県,"湯浅町,広川町,日高町,川辺町",道路計画,"撮影,図化,図化修正","12500,,2500,,2500","100.0KM2,9.8KM2,2.6KM2",和歌山県土木部高速道路事務局,南紀航空,"56.12.21,57.3.18",
和歌山県,御坊市,都市計画,"撮影,図化","12500,,2500","50.6KM2,43.6KM2",御坊市,東日本航空,"56.9.20,57.2.15",691
和歌山県,金屋町,農村総合整備,"撮影,図化","12500,,2500","43.9KM2,7.5KM2",金屋町,東洋航空事業,"56.5.1,56.6.15",92
和歌山県,新宮市,下水道台帳,図化,500,0.3KM2,新宮市,富士測量,"57.3.1,57.3.31",
和歌山県,新宮市,都市計画,図化,2500,25.4KM2,新宮市,富士測量,"56.4.10,56.6.30",41
鳥取県,,国有林境界調査,基準点,,11point,大阪営林局,自営,"56.5.11,57.2.20",
鳥取県,鳥取市,地盤沈下,水準,,23.1km,鳥取県,八州,"56.7.5,56.7.20",306
鳥取県,米子市,下水道計画,"撮影,図化","4000,,500","5.6KM2,1.2KM2",米子市,パシフイック航業,"56.7.6,56.10.21",
鳥取県,羽合町,道路台帳,"撮影,図化","4000,,500","12.4KM2,1.8KM2",羽合町,日本航業,"56.2.25,56.12.31",42
鳥取県,"関金町,江府町,溝口町",砂防計画,"撮影,撮影,図化,図化修正","8000,,20000,,5000,,5000","25.9KM2,286.0KM2,33.6KM2,24.0KM2",中国地建倉吉工事事務所,パシフイック航業,"56.11.2,57.3.20",866
鳥取県,中山町,農業基盤整備計画,"撮影,図化","8000,,1000","52.8KM2,5.0KM2",中国四国農政局大山山麓開拓建設事業所,国際航業,"56.7.27,56.10.24",545
鳥取県,智頭町,道路台帳,"撮影,図化","8000,,1000","27.9KM2,2.4KM2",智頭町,ワールド航空事業,"56.5.26,56.11.30",
鳥取県,国府町,道路台帳,"撮影,図化","8000,,1000","93.1KM2,3.0KM2",国府町,日本航業,"56.8.1,57.3.25",427
鳥取県,佐治村,道路台帳,"撮影,図化","8000,,1000","25.2KM2,1.3KM2",佐治村,国際航業,"56.4.27,56.12.15",
鳥取県,福部村,都市計画,"撮影,図化","8000,,1000","26.9KM2,2.7KM2",福部村,荒谷建設コンサルタント,"56.9.1,57.3.20",
鳥取県,鳥取市,宅地造成,"撮影,図化","8000,,1000","9.0KM2,4.0KM2",鳥取市土地開発公社,西日本建設コンサルタント,"57.2.10,57.3.31",1359
鳥取県,大山町,河川計画,図化,2500,19.3KM2,鳥取県,アジア航測,"56.6.26,56.10.30",
鳥取県,鳥取市,都市計画,図化,2500,83.0KM2,鳥取市,アジア航測,"56.10.1,58.2.25",693
島根県,吉田村,境界調査,基準点,,59point,大阪営林局,林野弘済会,"56.11.20,56.12.26",
島根県,津和野町,都市計画,撮影,8000,139.4KM2,津和野町,日本航業,"56.7.23,56.8.31",421
島根県,"出雲市,斐川町",作付状況調査,撮影,20000,60.0KM2,広島国税局,日本航業,"56.6.7,56.6.14",124
島根県,島根県,道路台帳,"撮影,図化","8000,,1000","561.0KM2,12.8KM2",島根県,アジア航測,"56.10.31,57.2.28",
島根県,横田町,道路台帳,"撮影,図化","8000,,1000","189.0KM2,7.2KM2",横田町,ワールド航空事業,"56.5.26,57.3.25",304
島根県,大社町,道路台帳,"撮影,図化","8000,,500","30.0KM2,1.4KM2",大社町,日本航業,"56.5.28,57.2.2",420
島根県,西ノ島町,道路台帳,"撮影,図化","8000,,1000","56.8KM2,3.8KM2",西ノ島町,パシフイック航業,"56.5.29,56.8.20",422
島根県,東出雲町,道路台帳,"撮影,図化,図化","8000,,500,,1000","25.0KM2,12.1KM2,15.1KM2",東出雲町,関西測量所,"56.8.20,57.3.20",448
島根県,"川本町,桜江町,邑智町,大和村",道路台帳,"撮影,図化","8000,,1000","500.4KM2,16.1KM2",川本町,国際航業,"56.5.11,57.3.20",556
島根県,伯太町,道路台帳,"撮影,図化","8000,,1000","95.6KM2,4.1KM2",伯太町,ワールド航空事業,"56.9.25,57.4.30",694
島根県,弥栄村,道路台帳,"撮影,図化","8000,,1000","105.7KM2,6.5KM2",弥栄村,東洋航空事業,"56.4.20,57.2.27",46
島根県,知夫村,道路台帳,"撮影,図化","8000,,1000","13.6KM2,2.2KM2",知夫村,パシフイック航業,"56.5.29,56.8.30",423
島根県,西ノ島町,道路台帳,図化,1000,3.8KM2,西ノ島町,パシフイック航業,"56.12.15,57.6.30",
島根県,知夫村,道路台帳,図化,1000,1.9KM2,知夫村,パシフイック航業,"56.10.21,57.3.25",
島根県,大田市,土地区画整理,平板,500,0.3KM2,島根県大田土木事務所,復建調査設計,"56.7.13,57.2.28",
岡山県,,国有林境界調査,基準点,,4point,大阪営林局,"東亜測量,共和測量,西谷測量,自営","56.5.11,57.2.20",
岡山県,久米南町,道路台帳,撮影,8000,133.0KM2,久米南町,西日本建設コンサルタント,"56.11.12,57.2.27",1220
岡山県,中央町,道路台帳,撮影,8000,154.0KM2,中央町,西日本建設コンサルタント,"56.11.17,57.2.27",1239
岡山県,,森林計画,撮影,16000,1430.0KM2,岡山県,東洋航空事業,"56.5.1,56.9.30",94
岡山県,岡山市,道路計画,"撮影,図化","3000,,500","6.0KM2,0.3KM2",岡山市,国際航業,"56.12.20,57.3.31",
岡山県,岡山市,現況図作成,"撮影,図化","6000,,1000","3.5KM2,0.5KM2",岡山市,国際航業,"56.6.10,56.9.30",
岡山県,,河川改修,"撮影,図化","8000,,1000","13.5KM2,1.2KM2",岡山県高梁地方振興局,山陽航測,"57.2.3,57.3.30",1243
岡山県,岡山市,ほ場整備,"撮影,図化","8000,,1000","9.5KM2,2.5KM2",岡山県新空港建設調査事務所,山陽航測,"57.2.2,57.3.30",
岡山県,倉敷市,市街地現況図作成,"撮影,図化","8000,,1000","295.8KM2,5.9KM2",倉敷市,東洋航空事業,"56.5.22,56.12.7",137
岡山県,加茂川町,道路台帳,"撮影,図化","8000,,1000","141.0KM2,21.0KM2",加茂川町,西日本建設コンサルタント,"56.2.2,57.3.31",47
岡山県,賀陽町,道路台帳,"撮影,図化","8000,,1000","127.0KM2,12.0KM2",賀陽町,西日本建設コンサルタント,"56.2.1,57.3.31",48
岡山県,御津町,ほ場整備,"撮影,図化","8000,,1000","25.8KM2,0.3KM2",御津町,西日本建設コンサルタント,"56.4.22,56.6.30",71
岡山県,哲多町,道路台帳,"撮影,図化","8000,,1000","106.1KM2,5.7KM2",哲多町,西日本建設コンサルタント,"56.5.11,57.3.31",285
岡山県,邑久町,ほ場整備,"撮影,図化","8000,,1000","69.6KM2,0.4KM2",邑久町,パシフイック航業,"56.7.20,56.12.25",385
岡山県,北房町,道路台帳,"撮影,図化","8000,,1000","134.0KM2,48.0KM2",北房町,西日本建設コンサルタント,"56.7.31,58.3.31",695
岡山県,岡山市,都市計画,"撮影,図化","12500,,2500","918.9KM2,510.0KM2",岡山市,"アジア航測,国際航業","56.5.1,57.3.25",70
岡山県,倉敷市,都市計画,"撮影,図化","12500,,2500","330.0KM2,298.6KM2",倉敷市,東洋航空事業,"56.5.22,56.12.7",137
岡山県,津山市,都市計画,"撮影,図化,図化修正","12500,,2500,,2500","131.2KM2,26.1KM2,55.4KM2",津山市,パシフイック航業,"56.10.20,57.3.30",739
岡山県,瀬戸町,都市計画,"撮影,図化","12500,,2500","140.0KM2,43.0KM2",瀬戸町,東洋航空事業,"56.5.27,56.9.30",189
岡山県,灘崎町,都市計画,"撮影,図化","12500,,2500","52.0KM2,30.5KM2",灘崎町,東洋航空事業,"56.7.2,56.10.15",557
岡山県,倉敷市,下水道台帳,図化,500,7.4KM2,倉敷市,東洋航空事業,"56.11.19,57.3.20",
岡山県,倉敷市,下水道事業,"図化,図化修正","500,,500","2.0KM2,0.6KM2",倉敷市,パシフイック航業,"57.2.12,57.3.30",
岡山県,芳井町,土地改良,図化,1000,7.0KM2,岡山県井笠地方振興局,東洋航空事業,"56.8.1,56.10.30",
岡山県,笠岡市,橋梁整備,図化,1000,1.4KM2,岡山県井笠地方振興局,大阪写真測量所,"56.12.25,57.3.10",
岡山県,美甘村,河川計画,図化,5000,20.1KM2,中国地建岡山河川工事事務所,パシフイック航業,"56.10.26,57.1.25",836
岡山県,"岡山市,長船町,邑久町",森林計画,図化,5000,130.0KM2,岡山県,東洋航空事業,"56.9.30,57.3.20",657
広島県,呉市,岸壁設計,基準点,,11point,第三港湾建設局広島港工事事務所,パシフイック航業,"57.2.16,57.3.15",
広島県,広島市,境界杭設置,基準点,,10point,広島市,西浜航測,"56.12.16,57.3.20",
広島県,,国有林境界調査,基準点,,8point,大阪営林局,"共和測量,自営","56.5.11,57.2.20",
広島県,,森林計画,撮影,16000,925.0KM2,広島県,日本航業,"56.4.24,56.7.10",10
広島県,広島市,土地区画整理,"撮影,図化","4000,,500","2.6KM2,0.9KM2",東広島市,日本航業,"56.7.17,56.11.30",
広島県,東広島市,土地区画整理,"撮影,図化","4000,,500","4.0KM2,1.1KM2",東広島市,広島土地区画整理協会,"56.11.2,57.3.20",
広島県,福山市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","142.0KM2,221.0KM2,71.0KM2,37.0KM2",福山市,"国際航業,パシフイック航業","56.11.25,59.3.31",1174
広島県,福山市,道路計画,"撮影,図化","8000,,1000","14.3KM2,1.8KM2",中国地建福山工事事務所,パシフイック航業,"56.4.25,56.8.31",45
広島県,広島市,道路改良,"撮影,図化","8000,,1000","20.0KM2,0.3KM2",中国地建広島国道工事事務所,アジア航測,"56.7.23,56.9.30",
広島県,広島市,道路現況図作成,"撮影,図化","8000,,1000","108.4KM2,22.2KM2",広島市,パシフイック航業,"56.6.10,57.3.31",190
広島県,因島市,道路台帳,"撮影,図化","8000,,1000","39.4KM2,0.9KM2",因島市,東洋航空事業,"56.9.1,57.3.10",523
広島県,江田島町,道路台帳,"撮影,図化","8000,,1000","29.9KM2,1.9KM2",江田島町,広島航測コンサルタント,"56.5.1,57.5.31",425
広島県,世羅町,道路台帳,"撮影,図化","8000,,1000","140.0KM2,10.6KM2",世羅町,アジア航測,"56.7.21,58.2.10",524
広島県,蒲刈町,道路台帳,"撮影,図化","8000,,1000","29.9KM2,2.0KM2",蒲刈町,広島航測コンサルタント,"56.8.18,57.1.30",544
広島県,東城町,道路台帳,"撮影,図化","8000,,1000","361.6KM2,11.0KM2",東城町,広島航測コンサルタント,"56.10.20,58.2.28",867
広島県,五日市町,道路台帳,"撮影,図化","8000,,1000","81.3KM2,15.2KM2",五日市町,広島航測コンサルタント,"56.11.2,58.2.28",1222
広島県,油木町,道路台帳,"撮影,図化","8000,,1000","117.0KM2,11.4KM2",油木町,パシフイック航業,"57.2.9,58.3.25",1278
広島県,布野村,道路台帳,"撮影,図化","8000,,1000","77.0KM2,1.7KM2",布野村,パシフイック航業,"57.2.15,57.9.30",1242
広島県,吉田町,都市計画,"撮影,図化","12500,,2500","35.1KM2,12.5KM2",吉田町,アジア航測,"56.5.25,56.7.30",188
広島県,,電源開発,"撮影,図化","20000,,5000","478.4KM2,83.1KM2",(財)新エネルギー財団水力本部,アジア航測,"56.10.13,57.3.10",
広島県,宮島町,海岸保全施設計画,図化,1000,0.2KM2,広島県廿日市土木建築事務所,日本航業,"56.12.11,57.3.10",
広島県,呉市,道路台帳,図化,1000,0.7KM2,呉市,日本航業,"57.1.31,57.3.27",
広島県,呉市,鉄道計画,図化,1000,0.5KM2,日本国有鉄道下関工事局,東日本航空,"56.10.24,56.12.9",
山口県,豊北町,土地改良,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","3.0KM2,15.2KM2,0.5KM2,1.2KM2",中国四国農政局豊北開拓建設事業所,玉野総合コンサルタント,"57.1.30,57.3.31",
山口県,新南陽市,下水道計画,"撮影,図化","4000,,500","22.4KM2,1.7KM2",新南陽市,東洋航空事業,"57.2.1,57.3.31",1382
山口県,山口市,ほ場整備,"撮影,図化","8000,,1000","42.9KM2,8.3KM2",山口市,東洋航空事業,"56.10.20,57.2.28",
山口県,日置町,道路台帳,"撮影,図化","8000,,1000","46.1KM2,3.3KM2",日置町,日本航業,"56.4.1,57.3.10",9
山口県,油谷町,道路台帳,"撮影,図化","8000,,1000","91.7KM2,3.9KM2",油谷町,東洋航空事業,"56.4.6,56.12.28",11
山口県,平生町,道路台帳,"撮影,図化","8000,,1000","60.0KM2,3.3KM2",平生町,アジア航測,"56.5.1,57.3.30",126
山口県,玖珂町,道路台帳,"撮影,図化","8000,,1000","22.9KM2,3.3KM2",玖珂町,日本航業,"56.7.6,57.3.20",384
山口県,阿東町,道路台帳,"撮影,図化","8000,,1000","84.0KM2,1.5KM2",阿東町,日本航業,"56.10.14,57.3.20",733
山口県,楠町,道路台帳,"撮影,図化","8000,,1000","124.3KM2,4.1KM2",楠町,日本航業,"56.11.27,58.2.28",1000
山口県,徳山市,下水道計画,図化,500,5.3KM2,徳山市,パシフイック航業,"56.6.29,56.12.20",
山口県,岩国市,道路台帳,図化,500,32.5KM2,岩国市,国際航業,"56.7.20,59.2.28",
山口県,防府市,道路台帳,図化,500,4.1KM2,防府市,パシフイック航業,"56.8.4,57.3.10",
山口県,萩市,下水道計画,図化,500,0.3KM2,萩市,パシフイック航業,"56.8.14,56.9.20",
山口県,徳山市,埋立事業計画,図化,500,0.2KM2,徳山市,パシフイック航業,"56.10.13,56.12.2",
山口県,下関市,下水道台帳,図化,500,1.1KM2,下関市,パシフイック航業,"57.1.28,57.3.25",
山口県,下関市,道路台帳,図化,1000,12.4KM2,下関市,パシフイック航業,"57.3.8,57.4.30",1381
山口県,徳地町,農業振興計画,図化,2500,52.9KM2,徳地町,東洋航空事業,"56.4.15,56.5.20",43
