都道府県名,測量地域,測量目的,測量種別,縮尺・等級,事業量,計画機関,作業機関,自至時期,,2018.01.14修正
北海道,"江別市,",ほ場整備,基準点,３級,3point,助言H22.8.20A0232北海道石狩振興局,東日本設計(株),"H22.7.23
H23.2.10",,
北海道,"更別村,",道路計画,"基準点,路線","３級,,","2point,0.8km",助言H22.8.20A0235北海道十勝総合振興局,(株)シビテック,"H22.8.12
H22.10.30",,
北海道,"旭川市,",基準点管理,基準点,街区多角点,2point,助言H22.8.24A0237旭川市,(株)葵開発コンサル,"H22.8.12
H22.9.30",,
北海道,"七飯町,",道路計画,基準点,３級,1point,助言H22.8.24A0240北海道渡島総合振興局,月館測量設計(株),"H22.8.13
H22.10.20",,
北海道,"初山別村,",土地改良,基準点,３級,2point,助言H22.8.24A0241北海道留萌振興局,(株)帝国設計事務所,"H22.8.13
H23.1.28",,
北海道,"厚沢部町,",道路計画,"基準点,基準点","１級,,３級","3point,2point",助言H22.8.24A0243北海道渡島総合振興局,(株)ノース技研,"H22.8.7
H22.10.29",,
北海道,"名寄市,",基準点管理,基準点,街区多角点,2point,助言H22.8.24A0244名寄市,グローバルプラネット(有),"H22.8.13
H22.11.30",,
北海道,"釧路市,",道路用地,基準点,３級,8point,助言H22.8.24A0245北海道釧路総合振興局,東邦コンサルタント(株),"H22.8.13
H23.3.22",,
北海道,"猿払村,",道路計画,基準点,３級,10point,助言H22.8.24A0246稚内開発建設部,宗谷測量(株),"H22.8.14
H22.12.10",,
北海道,"七飯町,",砂防計画,"基準点,基準点","１級,,３級","1point,6point",助言H22.8.26A0247北海道渡島総合振興局,(株)シビテック,"H22.8.18
H22.12.20",,
北海道,"札幌市,",砂防計画,"基準点,基準点,基準点","１級,,２級,,３級","1point,2point,7point",助言H22.8.26A0248札幌開発建設部,矢野設計(株),"H22.7.16
H22.12.10",,
北海道,"釧路町,",道路計画,基準点,３級,1point,助言H22.8.26A0249釧路町,和光技研(株),"H22.8.18
H22.12.15",,
北海道,"上湧別町,",河川計画,"基準点,基準点","１級,,２級","4point,4point",助言H22.8.26A0251北海道オホーツク総合振興局,(株)北杜設計,"H22.8.18
H22.12.20",,
北海道,"旭川市,",河川用地,"座標変換,標高補正","２級,,２級","4point,4point",助言H22.8.26A0252北海道上川総合振興局,新和測量(株),"H22.8.19
H22.12.8",,
北海道,"初山別村,",道路計画,基準点,３級,9point,助言H22.8.27A0255北海道留萌振興局,北海道土木設計(株),"H22.8.11
H22.9.30",,
北海道,"沼田町,",土地改良,基準点,３級,23point,助言H22.8.27A0256北海道空知総合振興局,ダイシン設計(株),"H22.8.20
H23.2.18",,
北海道,"沼田町,",土地改良,"基準点,基準点,平板","１級,,３級,,1000","5point,15point,0.4KM2",助言H22.8.27A0257北海道空知総合振興局,技研測量設計(株),"H22.8.20
H23.2.28",,
北海道,"長万部町,",道路管理,"基準点,基準点","１級,,３級","3point,6point",助言H22.8.27A0258函館開発建設部,臥牛測量設計(株),"H22.8.21
H22.11.26",,
北海道,"釧路市,",河川計画,"基準点,基準点","１級,,３級","1point,4point",助言H22.8.27A0260北海道釧路総合振興局,(株)開発工営社,"H22.5.26
H22.9.30",,
北海道,"恵庭市,",土地区画整理,基準点,３級,6point,助言H22.8.27A0262恵庭市恵み野駅西口土地区画整理組合設立準備委員会,都市企画設計(株),"H22.8.26
H22.12.20",,
北海道,"赤平市,",道路計画,基準点,３級,3point,助言H22.8.27A0263北海道空知総合振興局,北海道土木設計(株),"H22.8.30
H23.3.22",,
北海道,"札幌市,",砂防計画,数値図化,2500,68.6KM2,助言H22.8.27A0259札幌開発建設部,日測技研(株),"H22.8.27
H23.3.18",,
北海道,"別海町,",土地改良,"数値撮影,写真図","地上画素寸法30cm,,2500","1730KM2,1388KM2",助言H22.8.30A0261別海町集落,北海航測(株),"H22.8.30
H23.3.31",,
北海道,"苫小牧市,",都市計画,"基準点,基準点","１級,,２級","2point,2point",助言H22.8.31A0266苫小牧市,(株)山口技研コンサルタント,"H22.8.25
H22.10.29",,
北海道,"遠別町,",道路計画,基準点,３級,5point,助言H22.9.3A0270北海道留萌振興局,北海道土木設計(株),"H22.8.24
H22.10.30",,
北海道,"音更町,",道路計画,"基準点,基準点","２級,,３級","1point,5point",助言H22.9.3A0271北海道十勝総合振興局,(株)開発調査研究所,"H22.8.25
H23.1.31",,
北海道,"幌加内町,",土地改良,基準点,３級,4point,助言H22.9.3A0272北海道上川総合振興局,(株)東亜エンジニアリング,"H22.9.3
H23.2.18",,
北海道,"当別町,",土地改良,数値図化,1000,0.2KM2,助言H22.9.3A0277北海道石狩振興局,北海航測(株),"H22.8.13
H23.2.10",,
北海道,"蘭越町,",河川計画,基準点,２級,2point,助言H22.9.3A0278小樽開発建設部,"(株)アリヤス設計コンサルタ
ント","H22.8.30
H22.10.28",,
北海道,"平取町,",河川用地,基準点,３級,3point,助言H22.9.3A0280室蘭開発建設部,アサヒコンサルタント(株),"H22.9.7
H22.10.20",,
北海道,"七飯町,",道路用地,基準点,３級,6point,助言H22.9.3A0281北海道渡島総合振興局,(株)小林土木工業所,"H22.8.28
H22.11.20",,
北海道,"士別市,",河川計画,基準点,２級,4point,助言H22.9.6A0282北海道上川総合振興局,北海道キング設計(株),"H22.7.9
H23.2.21",,
北海道,"石狩市,",河川用地,基準点,３級,1point,助言H22.9.6A0283北海道空知総合振興局,(株)石橋測量,"H22.8.28
H22.11.30",,
北海道,"今金町,",道路管理,基準点,３級,3point,助言H22.9.6A0285函館開発建設部,スミセキ・ジオテクノ(株),"H22.9.1
H22.12.3",,
北海道,"七飯町,",砂防計画,"基準点,基準点,数値撮影,数値図化,水準","１級,,３級,,地上画素寸法16cm,,1000,,簡級","1point,9point,7KM2,0.8KM2,5.6km",助言H22.9.6A0284北海道渡島総合振興局,(株)シン技術コンサル,"H22.9.6
H23.2.10",,
北海道,"泊村,",その他,"数値撮影,数値図化","地上画素寸法5cm,,500","0.7KM2,0.1KM2",助言H22.9.9A0286北海道後志総合振興局,(株)シン技術コンサル,"H22.9.9
H22.12.20",,
北海道,"新篠津村,",土地改良,"基準点,数値図化","３級,,1000","22point,3KM2",助言H22.9.8A0291北海道石狩振興局,北海航測(株),"H22.9.10
H22.11.30",,
北海道,"鹿追町,",砂防計画,基準点,３級,1point,助言H22.9.9A0288北海道十勝総合振興局,(株)シン技術コンサル,"H22.9.6
H22.11.30",,
北海道,"北見市,",河川用地,基準点,２級,3point,助言H22.9.9A0290網走開発建設部,(株)ナオック,"H22.9.3
H23.2.16",,
北海道,"釧路市,",道路用地,"基準点,基準点","１級,,３級","2point,1point",助言H22.9.9A0293北海道釧路総合振興局,(有)金子設計事務所,"H22.9.3
H22.12.20",,
北海道,"岩見沢市,",道路用地,基準点,３級,3point,助言H22.9.9A0295北海道空知総合振興局,千廣測量(株),"H22.9.4
H22.12.20",,
北海道,"利尻富士町,",砂防計画,"基準点,基準点,基準点","１級,,３級,,４級","3point,8point,34point",助言H22.9.9A0296北海道宗谷総合振興局,(株)ズコーシャ,"H22.9.14
H22.11.30",,
北海道,"釧路市,",道路用地,"基準点,座標補正,標高補正","３級,,２級,,２級","3point,1point,2point",助言H22.9.9A0297釧路市,山下コンサルタント(株),"H22.9.4
H22.11.30",,
北海道,"富良野市,",土地改良,基準点,３級,2point,助言H22.9.9A0298北海道上川総合振興局,上島技術コンサルタント(株),"H22.9.13
H23.2.10",,
北海道,"幌加内町,",土地改良,"基準点,基準点","１級,,３級","3point,7point",助言H22.9.9A0299北海道上川総合振興局,(株)葵開発コンサル,"H22.9.15
H23.2.18",,
北海道,"別海町,",道路計画,基準点,３級,8point,助言H22.9.9A0300北海道釧路総合振興局,(株)シー・イー・サービス,"H22.9.7
H22.11.30",,
北海道,"泊村,",道路防災,"基準点,基準点","１級,,３級","1point,3point",助言H22.9.9A0301北海道後志総合振興局,"北海道総合企画コンサルタ
ント(株)","H22.8.11
H22.12.20",,
北海道,"札幌市,",都市計画,数値図修正,2500,238.6KM2,助言H22.8.23A0238札幌市,(株)シン技術コンサル,"H22.8.23
H23.3.25",,
北海道,"清里町,",道路計画,"基準点,基準点","１級,,３級","3point,9point",助言H22.9.13A0302北海道オホーツク総合振興局,ダイシン設計(株),"H22.9.7
H22.10.30",,
北海道,"壮瞥町,",道路計画,"基準点,基準点","１級,,３級","1point,8point",助言H22.9.13A0303北海道胆振総合振興局,(株)シビテック,"H22.9.7
H23.3.22",,
北海道,"上湧別町,",道路計画,"基準点,基準点,基準点","２級,,３級,,４級","1point,2point,9point",助言H22.9.14A0305北海道オホーツク総合振興局,櫻井測量設計(株),"H22.9.8
H22.12.21   ",,
北海道,"留寿都村,",道路用地,基準点,３級,2point,助言H22.9.14A0306北海道後志総合振興局,(有)勇内山測量,"H22.9.8
H22.11.30",,
北海道,"壮瞥町,",砂防計画,基準点,３級,4point,助言H22.9.14A0307北海道胆振総合振興局,東日本設計(株),"H22.9.13
H23.1.28",,
北海道,"本別町,",土地改良,基準点,３級,3point,助言H22.9.14A0308帯広開発建設部,(株)アルト技研,"H22.8.12
H23.1.31",,
北海道,"白糠町,",海岸保全,基準点,３級,4point,助言H22.9.14A0309北海道釧路総合振興局,(株)郡土木コンサルタント,"H22.9.9
H22.12.20",,
北海道,"奥尻町,",道路防災,"基準点,基準点","１級,,３級","2point,8point",助言H22.9.15A0312北海道渡島総合振興局,協友測量設計(株),"H22.9.10
H23.2.28",,
北海道,"遠軽町,",道路計画,"基準点,基準点","１級,,３級","1point,1point",助言H22.9.15A0313北海道オホーツク総合振興局,北海道キング設計(株),"H22.8.25
H23.1.31",,
北海道,"北広島市,",道路計画,基準点,３級,2point,助言H22.9.16A0315北広島市,(株)エーティック,"H22.9.11
H22.11.25",,
北海道,"旭川市,",道路計画,"基準点,基準点","２級,,３級","1point,1point",助言H22.9.16A0316旭川市,(株)ランドサポート,"H22.9.14
H22.12.30",,
北海道,"えりも町,",その他,"基準点,基準点","２級,,４級","3point,8point",助言H22.9.16A0320北海道防衛局,(株)泰斗エンジニア,"H22.9.15
H22.11.1",,
北海道,"標津町,",道路計画,"カラー撮影,数値図化","8000,,1000","24.5KM2,4.7KM2",助言H22.9.16A0330釧路開発建設部,(株)八州,"H22.9.16
H23.2.28",,
北海道,"佐呂間町,",道路台帳,"基準点,基準点","１級,,２級","1point,1point",助言H22.9.21A0322網走開発建設部,(有)網走測量設計社,"H22.9.15
H23.1.27",,
北海道,"標茶町,",農道計画,基準点,１級,2point,助言H22.9.21A0323標茶町,(株)郡土木コンサルタント,"H22.9.15
H22.11.10",,
北海道,"厚岸町,",道路計画,基準点,３級,3point,助言H22.9.21A0324厚岸町,東日本設計(株),"H22.9.14
H22.12.30",,
北海道,"美瑛町,",砂防計画,"基準点,基準点","１級,,３級","2point,3point",助言H22.9.21A0325北海道上川総合振興局,(株)富士建設コンサル,"H22.9.15
H22.12.16",,
北海道,"奥尻町,",道路計画,"基準点,基準点","１級,,３級","2point,5point",助言H22.9.21A0326北海道渡島総合振興局,(株)ツカサ技研,"H22.9.15
H23.2.28",,
北海道,"稚内市,",河川計画,基準点,２級,3point,助言H22.9.21A0327北海道宗谷総合振興局,(株)協和コンサルタント,"H22.9.15
H22.11.30",,
北海道,"森町,",土地改良,基準点,３級,10point,助言H22.9.21A0328北海道渡島総合振興局,(株)田西設計コンサル,"H22.9.16
H22.11.10",,
北海道,"日高町,",その他,"基準点,基準点","２級,,３級","3point,4point",助言H22.9.21A0329北海道日高振興局,(有)京谷測量,"H22.8.31
H22.12.17",,
北海道,"浦河町,",道路計画,"基準点,基準点,基準点","１級,,３級,,４級","2point,1point,7point",助言H22.9.21A0331北海道胆振総合振興局,(株)日高測量,"H22.9.13
H22.12.20",,
北海道,"せたな町,",土地改良,"基準点,基準点,基準点","１級,,２級,,３級","1point,1point,2point",助言H22.9.21A0332北海道檜山振興局,(株)香島コンサルタント,"H22.9.16
H22.11.1",,
北海道,"利尻富士町,",砂防計画,"基準点,基準点","２級,,３級","1point,2point",助言H22.9.21A0334北海道宗谷総合振興局,宗谷測量(株),"H22.9.21
H22.11.30",,
北海道,"幌延町,",河川計画,"基準点,基準点","１級,,３級","1point,1point",助言H22.9.21A0335北海道宗谷総合振興局,"(株)北海道水工コンサルタ
ンツ","H22.8.6
H22.12.10",,
北海道,"岩見沢市,",土地改良,基準点,３級,7point,助言H22.9.28A0337北海道空知総合振興局,(株)よしだ設計コンサルタン,"H22.9.18
H23.2.18",,
北海道,"標茶町,",道路用地,基準点,３級,1point,助言H22.9.28A0339釧路開発建設部,セイワ測量,"H22.9.11
H22.11.30",,
北海道,"せたな町,",海岸保全,基準点,３級,2point,助言H22.9.30A0346北海道渡島総合振興局,道南測量設計(株),"H22.9.30
H22.12.20",,
北海道,"芦別市,",道路計画,"基準点,基準点","１級,,３級","2point,1point",助言H22.9.30A0349北海道空知総合振興局,北海道キング設計(株),"H22.10.4
H22.11.30",,
北海道,"喜茂別町,",道路用地,"基準点,基準点","１級,,３級","1point,3point",助言H22.9.30A0350小樽開発建設部,島口測量設計(株),"H22.10.6
H22.11.26",,
北海道,"木古内町,",道路計画,基準点,３級,2point,助言H22.10.1A0342北海道渡島総合振興局,(株)竹田測量設計,"H22.9.23
H23.1.31",,
北海道,"礼文町,",土地改良,基準点,３級,2point,助言H22.10.1A0343北海道宗谷総合振興局,(株)エクサ設計,"H22.9.23
H22.11.14",,
北海道,"京極町,喜茂別町,",ほ場整備,基準点,３級,5point,助言H22.10.1A0345北海道後志総合振興局,(株)細道コンサルタント,"H22.9.23
H23.1.28",,
北海道,"妹背牛町,深川市,",道路計画,基準点,３級,9point,助言H22.10.5A0362北海道空知総合振興局,北海道土木設計(株),"H22.10.15
H22.11.20",,
北海道,"砂川市,",河川管理,基準点,１級,1point,助言H22.10.5A0363北海道空知総合振興局,(株)東亜エンジニアリング,"H22.9.28
H22.12.20",,
北海道,"士別市,",道路計画,基準点,３級,1point,助言H22.10.5A0365旭川開発建設部,(株)ダイイチプラニング,"H22.10.14
H23.1.28",,
北海道,"中富良野町,",土地改良,基準点,３級,10point,助言H22.10.5A0351北海道上川総合振興局,新栄コンサルタント(株),"H22.9.23
H23.2.18",,
北海道,"沼田町,",土地改良,"基準点,基準点","１級,,３級","9point,20point",助言H22.10.5A0352北海道空知総合振興局,"内外エンジニアリング北海
道(株)","H22.9.23
H23.2.18",,
北海道,"芦別市,",道路計画,"基準点,基準点","１級,,３級","3point,3point",助言H22.10.5A0353北海道空知総合振興局,(株)シン技術コンサル,"H22.8.27
H23.3.22",,
北海道,"美瑛町,旭川市,",道路計画,基準点,３級,4point,助言H22.10.5A0355北海道上川総合振興局,(株)シー・イー・サービス,"H22.9.28
H22.11.15",,
北海道,"中川町,",河川管理,基準点,３級,5point,助言H22.10.5A0359北海道上川総合振興局,北海道キング設計(株),"H22.10.1
H22.11.10",,
北海道,"苫前町,",土地改良,"基準点,基準点","１級,,３級","1point,3point",助言H22.10.5A0360北海道留萌振興局,上島技術コンサルタント(株),"H22.9.30
H23.2.21",,
北海道,"占冠村,",道路用地,"基準点,座標変換,座標補正,標高補正,標高補正","３級,,２級,,２級,,２級,,３級","2point,2point,2point,2point,1point",助言H22.10.5A0366北海道上川総合振興局,(株)阿部工測,"H22.9.29
H23.1.18",,
