都道府県名,測量地域,測量目的,測量種別,等級・縮尺,事業量,計画機関,実施機関,作業期間,付図番号,,,,,,～の有無,2018.01.10地名修正
山形県,,森林計画,"撮影,撮影","16000,,20000","804.0KM2,804.0KM2",山形県,写測,"58.5.10,58.10.29",32,◎_撮影修正,,,,「区」削除,,
山形県,"酒田市,鶴岡市",庄内空港計画,"図化新規,図化修正","2500,,5000","10.8KM2,38.0KM2",山形県,パスコ,"58.5.31,58.6.25",136,図化修正,,,,,,
山形県,"小国町,飯豊町",砂防計画,空三,12500,200モデル,北陸地建飯豊山系砂防工事事務所,アジア航測,"59.1.14,59.3.3",1196,,,,,,,
山形県,米沢市,区画整理,平板,500,0.6KM2,米沢市,(財)山形県土地区画整理協会,"58.9.1,58.12.28",,,,,「地区」削除,,,
山形県,米沢市,区画整理,平板,500,0.4KM2,財団法人米沢市開発公社,(財)山形県土地区画整理協会,"58.11.1,58.12.20",,,,地名修正,,,,
福島県,"鹿島町,飯舘村",水路計画,基準点,1級,6point,福島県原町工業用水道事務所,福建コンサルタント,"58.12.27,59.3.23",,,,,,,,
福島県,郡山市,区画整理,"基準点,平板","2級,,500","15point,1.3KM2",郡山市,(財)福島県区画整理協会,"59.2.5,59.3.15",,,,地名修正,,,,
福島県,猪苗代町,区画整理,基準点,2級,7point,猪苗代町,(財)福島県区画整理協会,"58.10.20,59.3.23",,,,,「地区」削除,,,
福島県,いわき市,道路計画,"基準点,水準","3級,,3級","3point,2.6km",東北地建磐城国道工事事務所,佐藤測量工業,"59.2.25,59.3.24",,,,地名修正,,,,
福島県,相馬市,道路計画,"平板,基準点","1000,,3級","0.4KM2,2point",福島県原町建設事務所,船橋コンサルタント,"58.12.15,59.3.19",,,,,,,,菊地町は不明の為削除
福島県,楢葉町,ダム計画,基準点,3級,6point,福島県原町建設事務所,東コンサルタント,"58.12.15,59.3.19",,,,地名修正,,,,
福島県,西郷村,境界調査,基準点,図根点,2point,前橋営林局,(財)林野弘済会,"58.11.18,58.12.20",,,,地名修正,,,,
福島県,福島市,森林計画,基準点,図根点,12point,前橋営林局,郡山測量設計,"58.8.20,58.10.31",,,,「周辺」削除,,,,
福島県,浪江町,境界調査,基準点,図根点,10point,東北農政局請戸川農業水利事業所,(財)林野弘済会,"58.5.10,58.8.31",,,,,,,,
福島県,原町市,地盤沈下,水準,1級,44.0km,原町市,福建コンサルタント,"59.2.21,59.3.21",1267,,,,,,,
福島県,いわき市,道路計画,"基準点,水準","3級,,3級","2point,1.5km",東北地建磐城国道工事事務所,東コンサルタント,"59.2.25,59.3.28",,,,「地域」修正,,,,
福島県,喜多方市,道路台帳,"撮影,図化","4000,,500","72.0KM2,19.2KM2",喜多方市,アジア航測,"58.10.17,60.2.28",735,,,,,,,
福島県,浅川町,道路台帳,"撮影,図化","4000,,500","70.0KM2,5.4KM2",浅川町,国際航業,"58.6.28,59.2.15",297,,,,「全域」削除,,,
福島県,鏡石町,道路台帳,撮影,4000,35.0KM2,鏡石町,アジア航測,"58.3.19,58.3.31",31,,,,「全域」削除,,,
福島県,金山町,道路台帳,"撮影,図化","4000,,500","133.0KM2,7.3KM2",金山町,パスコ,"58.5.18,59.2.20",121,,,,,,,
福島県,河東町,道路台帳,"撮影,図化","4000,,500","39.0KM2,2.1KM2",河東町,東日本航空,"58.8.1,59.3.15",428,,,,「全域」削除,,,
福島県,国見町,道路台帳,撮影(対標有),4000,70.0KM2,国見町,アジア航測,"58.11.8,59.3.19",836,,,,「全域」削除,,,
福島県,桑折町,道路台帳,撮影(対標有),4000,80.0KM2,桑折町,アジア航測,"58.11.9,59.3.19",839,,,,「全域」削除,,,
福島県,塩川町,道路台帳,"撮影,図化","4000,,500","45.4KM2,8.0KM2",塩川町,パスコ,"58.6.22,59.2.10",234,,,,,,,
福島県,伊達町,道路台帳,撮影(対標有),4000,20.0KM2,伊達町,アジア航測,"58.11.8,59.3.19",838,,,,「全域」削除,,,
福島県,月舘町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","15.0KM2,45.0KM2,1.5KM2,3.0KM2",月館町,東日本航空,"58.7.9,59.2.28",299,,,,「全域」削除,,,地名修正
福島県,磐梯町,道路台帳,"撮影,撮影,図化","4000,,8000,,500","41.3KM2,47.5KM2,0.3KM2",磐梯町,東日本航空,"59.1.14,59.3.19",1195,,,,「全域」削除,,,
福島県,古殿町,道路台帳,"撮影,図化","4000,,500","9.5KM2,6.2KM2",古殿町,パスコ,"58.7.20,59.2.15",343,,,,,,,
福島県,本郷町,道路台帳,"撮影,図化","4000,,500","5.8KM2,2.2KM2",本郷町,おおとり航測,"58.9.1,59.2.28",437,,,,,,,
福島県,山都町,道路台帳,"撮影,図化","4000,,500","70.0KM2,7.3KM2",山都町,アジア航測,"58.10.17,60.2.28",731,,,,,,,
福島県,熱塩加納村,道路台帳,"撮影,図化","4000,,500","22.0KM2,2.9KM2",熱塩加納村,アジア航測,"58.10.17,60.2.28",732,,,,,,,
福島県,岩瀬村,道路台帳,"撮影,図化","4000,,500","54.7KM2,10.5KM2",岩瀬村,朝日航洋,"58.6.10,59.2.21",204,,,,「全域」削除,,,
福島県,北会津村,道路台帳,撮影(対標有),4000,38.7KM2,北会津村,アジア航測,"58.9.20,59.3.30",647,,,,「全域」削除,,,
福島県,北塩原村,道路台帳,"撮影,図化","4000,,500","31.0KM2,3.9KM2",北塩原村,アジア航測,"58.10.17,60.2.28",725,,,,,,,
福島県,鮫川村,道路台帳,"撮影,図化","4000,,500","160.0KM2,7.1KM2",鮫川村,アジア航測,"58.12.9,60.2.28",1026,,,,「全域」削除,,,
福島県,高郷村,道路台帳,"撮影,図化","4000,,500","50.0KM2,1.7KM2",高郷村,アジア航測,"58.10.17,60.2.28",730,,,,,,,
福島県,湯川村,道路台帳,"撮影,図化","4000,,500","16.8KM2,3.1KM2",湯川村,東日本航空,"58.8.11,59.2.28",429,,,,「全域」削除,,,
福島県,会津若松市,道路計画,"撮影,図化","8000,,1000","10.0KM2,1.0KM2",福島県会津若松建設事務所,おおとり航測,"58.11.21,58.12.28",952,,,地名修正,,,,
福島県,福島市,道路計画,"撮影,図化","8000,,1000","12.0KM2,1.0KM2",福島県福島建設事務所,おおとり航測,"58.9.4,58.10.10",471,,,地名修正,,,,
福島県,大熊町,道路計画,"撮影,図化","8000,,1000","11.4KM2,1.7KM2",福島県原町建設事務所,パスコ,"58.11.26,59.1.7",,,,,,,,
福島県,"白河市,大越町",農地開発,撮影(対標有),8000,32.9KM2,福島県,アジア航測,"58.12.27,59.1.31",1083,,,,,,,
福島県,喜多方市,河川管理,"撮影,図化","8000,,1000","8.1KM2,0.5KM2",福島県喜多方建設事務所,三和航測,"58.10.15,58.12.25",,,,地名修正,,,,
福島県,鏡石町,ほ場整備,"撮影,図化","8000,,1000","12.0KM2,3.5KM2",福島県,パスコ,"58.5.11,58.6.22",106,,,,,,,
福島県,"会津若松市,本郷町,北会津村",都市計画,"撮影,図化新規,図化修正","12500,,2500,,2500","268.0KM2,87.6KM2,179.2KM2",福島県,おおとり航測,"58.8.15,59.3.19",433,図化修正,,「他～」削除,,,,
福島県,塩川町,都市計画,"撮影,図化","12500,,2500","9.3KM2,4.9KM2",塩川町,パスコ,"58.7.13,58.9.30",302,,,,,,,
福島県,広野町,都市計画,"撮影,図化","12500,,2500","124.0KM2,34.5KM2",広野町,おおとり航測,"58.12.1,59.3.20",976,,,,「全域」削除,,,
福島県,会津坂下町,道路計画,"撮影,図化","12500,,2500","13.7KM2,1.8KM2",会津若松建設事務所,おおとり航測,"58.6.27,58.8.10",243,,,,,,,
福島県,金山町,道路計画,"撮影,図化","12500,,2500","13.1KM2,1.4KM2",福島県会津若松建設事務所,おおとり航測,"58.7.15,58.9.10",310,,,,,,,
福島県,表郷村,道路計画,"撮影,図化","12500,,2500","41.2KM2,2.5KM2",福島県白河建設事務所,パスコ,"58.11.19,58.12.31",,,,,,,,
福島県,西会津町,道路計画,"撮影,図化","12500,,2500","28.0KM2,3.9KM2",西会津町,おおとり航測,"58.11.10,58.12.28",837,,,,,,,
福島県,"福島市,二本松市",森林調査,撮影,16000,1800.0KM2,福島県,国際航業,"58.5.2,58.10.31",135,,,「周辺」削除,,,,
福島県,石川町,"道路台帳,都市計画","図化,図化","2500,,500","49.0KM2,18.7KM2",石川町,アジア航測,"59.3.27,60.2.15",1366,,,,「全域」削除,,,
福島県,相馬市,道路台帳,図化,500,28.0KM2,相馬市,パスコ,"58.7.29,59.3.21",367,,,,「全域」削除,,,
福島県,霊山町,道路台帳,"図化,図化","500,,1000","2.0KM2,6.0KM2",霊山町,アジア航測,"59.3.26,60.1.12",1364,,,,「全域」削除,,,
福島県,郡山市,区画整理,"図化,図化","500,,1000","0.2KM2,0.2KM2",郡山市,陸奥測量設計,"59.3.13,59.3.31",,,,,,,,
福島県,相馬市,宅地造成,図化,500,3.4KM2,地域振興整備公団相馬開発所,パスコ,"58.12.12,59.2.28",,,,,,,,
福島県,長沼町,道路計画,図化,1000,0.7KM2,福島県郡山建設事務所,パスコ,"59.2.18,59.3.19",,,,,,,,
福島県,相馬市,道路計画,図化,1000,7.0KM2,福島県原町建設事務所,パスコ,"59.2.10,59.3.19",,,,,,,,
福島県,大信村,農地開発,図化,1000,0.9KM2,東化農政局矢吹開拓建設事業所,玉野総合コンサルタント,"58.4.22,58.6.30",,,,,,,,
福島県,"須賀川市,安達町",ほ場整備,図化,1000,6.6KM2,福島県,パスコ,"58.5.11,58.6.22",107,,,,「地区」削除,,,
福島県,郡山市,ダム計画,図化,1000,0.4KM2,東北地建三春ダム工事事務所,アジア航測,"58.11.1,58.12.9",,,,地名修正,,,,
福島県,川俣町,道路計画,図化,2500,1.5KM2,福島県福島建設事務所,パスコ,"59.2.24,59.3.31",,,,,,,,
福島県,月舘町,農地開発,図化,2500,2.0KM2,福島県,東日本航空,"58.11.30,58.12.24",,,,,,,,
福島県,会津若松市,鉄道計画,図化,2500,3.3KM2,"日本国有鉄道盛岡工事局,仙台工事事務所",国際航業,"58.12.24,59.2.27",,,,,,,,
福島県,東和町,道路台帳,平板,500,13.9KM2,東和町,東日路政コンサルタント,"58.10.1,61.2.28",,,,,「全域」削除,,,
福島県,いわき市,区画整理,平板,500,1.1KM2,いわき市,(財)福島県区画整理協会,"58.11.10,59.3.25",,,,,,,,
福島県,北会津村,ほ場整備,平板,500,4.0KM2,福島県会津南部ほ場整備事務所,新井田測量設計,"58.7.10,59.2.20",,,,,,,,
茨城県,取手市,道路台帳,"基準点,基準点,基準点,水準","1級,,2級,,3級,,3級","24point,27point,40point,53.0km",取手市,朝日航洋,"58.9.27,59.3.24",,,,,「全域」削除,,,
茨城県,那珂湊市,港湾整備,"基準点,水準","2級,,2級","3point,2.5km",第二港湾建設局鹿島港工事事務所,朝日航洋,"58.11.4,59.1.31",,,,地名修正,,,,
茨城県,勝田市,下水道台帳,"基準点,撮影,図化","4級,,4000,,500","21point,4.0KM2,2.7KM2",勝田市,ミカミ,"58.12.22,59.3.30",,,,,,,,
茨城県,"五霞町,土浦市,つくば市",地盤変動,水準,1級,461.0km,茨城県,八州,"58.12.25,59.3.31",1091,,測量地域修正,地名修正,「地区」削除,,,
茨城県,"勝田市,那珂湊市",総合計画,水準,2級,46.0km,茨城県大宮土木事務所,朝日航洋,"58.7.15,58.10.31",,,,,,,,
茨城県,土浦市,下水道台帳,水準,3級,17.1km,土浦市,パスコ,"58.11.15,59.3.25",,,,,「地区」削除,,,
茨城県,水戸市,道路台帳,"撮影,図化","4000,,500","20.6KM2,3.0KM2",水戸市,国際航業,"58.12.10,59.3.20",1031,,,,,,,
茨城県,常陸太田市,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","10.0KM2,100.1KM2,4.2KM2,55.0KM2",常陸太田市,国際航業,"59.3.13,61.12.20",1358,,,,,,,
茨城県,小川町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","6.6KM2,101.6KM2,1.4KM2,64.4KM2",小川町,朝日航洋,"58.6.29,61.3.31",443,,,,「全域」削除,,,
茨城県,江戸崎町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","1.0KM2,53.6KM2,1.0KM2,19.2KM2",江戸崎町,パスコ,"58.12.27,59.10.31",1114,,,,「全域」削除,,,
茨城県,大洗町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","20.8KM2,20.8KM2,9.2KM2,11.7KM2",大洗町,(社)茨城県建設コンサルタント,"58.11.10,61.3.15",879,,,,「全域」削除,,,
茨城県,常北町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","19.6KM2,101.8KM2,4.6KM2,15.8KM2",常北町,国際航業,"58.12.1,60.10.30",1121,,,,「全域」削除,,,
茨城県,関城町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","35.0KM2,35.0KM2,7.8KM2,27.2KM2",関城町,第一航業,"58.9.21,61.2.10",876,,,,「全域」削除,,,
茨城県,友部町,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","4.4KM2,58.2KM2,1.8KM2,17.2KM2",友部町,パスコ,"58.7.1,60.4.30",324,,,,「全域」削除,,,
茨城県,五霞村,道路台帳,"撮影,図化","4000,,500","23.3KM2,11.6KM2",五霞村,(社)茨城県建設コンサルタント,"58.7.17,62.3.15",652,,,,「全域」削除,,,
茨城県,御前山村,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","6.0KM2,90.0KM2,2.0KM2,44.0KM2",御前山村,パスコ,"58.6.10,60.9.30",215,,,,「全域」削除,,,
茨城県,桜村,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","18.0KM2,35.0KM2,9.0KM2,26.0KM2",桜村,パスコ,"58.9.30,60.9.30",885,,,,「全域」削除,,,
茨城県,新利根村,道路台帳,"撮影,撮影,図化,図化","4000,,8000,,500,,1000","5.0KM2,55.0KM2,2.4KM2,13.6KM2",新利根村,パスコ,"59.1.26,60.9.30",1207,,,,「全域」削除,,,
茨城県,牛久町,下水道台帳,"撮影,図化","4000,,500","8.5KM2,2.8KM2",牛久町,パスコ,"58.11.20,59.3.15",1085,,,,,,,
茨城県,麻生町,道路台帳,"撮影,図化","8000,,1000","61.2KM2,61.2KM2",麻生町,パスコ,"58.11.10,60.3.31",990,,,,「全域」削除,,,
茨城県,内原町,道路台帳,"撮影,図化","8000,,1000","41.4KM2,17.0KM2",内原町,(社)茨城県建設コンサルタント,"58.6.12,61.3.15",653,,,,「全域」削除,,,
茨城県,三和町,道路台帳,"撮影,図化","8000,,1000","50.2KM2,50.2KM2",三和町,国際航業,"59.1.14,61.2.28",1153,,,,「全域」削除,,,
茨城県,波崎町,道路台帳,"撮影,図化","8000,,1000","68.7KM2,22.8KM2",波崎町,パスコ,"59.1.10,61.3.31",1155,,,,「全域」削除,,,
茨城県,里美村,道路台帳,"撮影,図化","8000,,1000","120.4KM2,32.0KM2",里見村,(社)茨城県建設コンサルタント,"58.6.22,61.3.15",654,,,,「全域」削除,,,地名修正
茨城県,常澄村,道路台帳,"撮影,図化","8000,,1000","47.0KM2,28.7KM2",常澄村,(社)茨城県建設コンサルタント,"58.12.20,61.3.15",1030,,,,「全域」削除,,,
茨城県,北浦村,土地改良,"撮影,図化","8000,,1000","22.6KM2,3.5KM2",茨城県鉾田土地改良事務所,朝日航洋,"58.12.10,59.1.31",1086,,,,,,,
茨城県,"三和町,豊里町,八千代町",農業基盤整備,"撮影,図化","8000,,1000","54.0KM2,14.3KM2",茨城県霞ヶ浦用水事業推進事務所,三和航測,"58.11.9,59.3.15",960,,,,,,,
茨城県,千代田村,ほ場整備,"撮影,図化","8000,,1000","22.4KM2,1.6KM2",茨城県石岡台地土地改良事業所,第一航業,"58.12.14,59.3.15",1203,,,,「外」削除,,,
茨城県,高萩市,ほ場整備,"撮影,図化","8000,,1000","9.7KM2,4.0KM2",茨城県高萩土地改良事務所,三和航測,"58.12.15,59.3.20",1090,,,地名修正,,,,
茨城県,石岡市,ほ場整備,"撮影,図化","8000,,1000","2.6KM2,1.1KM2",茨城県土浦土地改良事務所,中庭測量,"58.12.20,59.3.20",,,,地名修正,,,,
茨城県,"協和町,大和村,真壁町,明野町",ほ場整備,"撮影,図化","8000,,1000","36.4KM2,8.7KM2",茨城県下館土地改良事務所,国際航業,"58.12.9,59.3.19",1118,,,,,,,地名修正
茨城県,"三和町,関城町,八千代町,波崎町,筑波町",都市計画,"撮影,撮影,図化,図化","12500,,30000,,2500,,10000","140.8KM2,140.0KM2,51.6KM2,77.1KM2",茨城県,パスコ,"58.12.19,59.3.15",1088,,,,,,,
茨城県,下館市,都市計画,"撮影,図化","12500,,2500","86.1KM2,24.0KM2",下館市,朝日航洋,"58.7.12,59.2.16",446,,,,,,,
埼玉県,"美里町,小川町",ほ場整備,図化,1000,0.5KM2,関東農政局石岡台地農業水利事業所,東和開発コンサルタント,"58.9.1,58.10.31",,,,地名修正,,,,県名修正
茨城県,大穂町,ほ場整備,図化,1000,2.1KM2,茨城県土浦土地改良事務所,第一航業,"58.12.20,59.3.20",,,,地名修正,,,,
茨城県,,河川改修,図化,2500,109.0KM2,関東地建霞ヶ浦工事事務所,アジア航測,"58.8.8,59.2.29",379,,,湖,「全域」削除,,,
茨城県,結城市,都市計画,平板,500,1.0KM2,結城市,都市計画センター,"59.1.20,59.3.25",,,,,,,,
栃木県,日光市,道路管理,基準点,3級,4point,日本道路公団日光宇都宮道路管理事務所,群馬測量,"58.11.25,59.3.15",,,,,,,,
栃木県,"足利市,佐野市,小山市,野木町",地盤沈下,水準,1級,354.0km,栃木県,国際航業,"58.11.25,59.2.10",958,,,「他～」削除,,,,
栃木県,栃木市,道路台帳,撮影(対標有),8000,122.2KM2,栃木市,国際航業,"58.8.1,58.9.20",543,,,,「全域」削除,,,
栃木県,粟野町,河川管理,"撮影,図化","8000,,1000","26.4KM2,3.0KM2",栃木県,宇都宮測量,"58.12.28,59.3.25",1149,,,「地域」修正,,,,地名修正
栃木県,,作付面積調査,カラー撮影,10000,112.0KM2,農林水産省経済局統計情報部,アジア航測,"59.1.28,59.2.10",953,赤外カラー→カラーに統一&撮影(カラー)→カラー撮影,,,「地区」削除,,,
栃木県,宇都宮市,都市計画,"撮影,図化修正","12000,,2500","112.0KM2,63.2KM2",宇都宮市,パスコ,"58.5.6,59.2.25",169,図化修正,,,,,,
栃木県,日光市,都市計画,"撮影,図化","12500,,2500","12.7KM2,3.4KM2",日光市,写測,"58.10.27,59.1.30",795,,,,,,,
栃木県,"日光市,今市市,鹿沼市,栃木市",森林調査,撮影,20000,600.0KM2,関東信越国税局,セントラル航業,"58.9.3,58.11.30",786,,,「他～」削除,,,,
栃木県,今市市,道路台帳,図化,1000,15.4KM2,今市市,"日光,アジア共同企業体","59.2.10,59.6.30",,,,,「全域」削除,,,
栃木県,栃木市,道路台帳,図化,1000,23.7KM2,栃木市,国際航業,"58.10.25,59.3.25",,,,,「全域」削除,,,
群馬県,館林市,道路台帳,"基準点,撮影(対標有)","1級,,8000","22point,60.8KM2",館林市,パスコ,"58.10.21,59.3.8",920,,,,「全域」削除,,,
群馬県,新田町,道路台帳,"基準点,撮影,撮影,図化,図化","1級,,4000,,8000,,500,,1000","30point,9.9KM2,38.3KM2,2.6KM2,35.7KM2",新田町,パスコ,"59.3.6,61.3.31",1367,,,,「全域」削除,,,
群馬県,前橋市,都市計画,基準点,2級,31point,前橋市,関東測量,"58.11.15,59.1.31",,,,,,,,
群馬県,境町,都市計画,"基準点,撮影,図化","2級,,8000,,2500","19point,31.7KM2,31.7KM2",境町,パスコ,"58.11.20,59.3.15",983,,,,「全域」削除,,,
群馬県,伊勢崎市,区画整理,基準点,2級,15point,伊勢崎市,関東測量,"58.11.15,59.2.20",,,,,,,,
群馬県,桐生市,道路台帳,"基準点,撮影,図化","3級,,4000,,500","24point,13.0KM2,0.6KM2",桐生市,パスコ,"58.6.30,59.3.24",331,,,,,,,
群馬県,伊勢崎市,区画整理,基準点,3級,208point,伊勢崎市,"両毛測量,関東測量","59.1.19,59.3.15",,,,,,,,
群馬県,境町,区画整理,"基準点,平板","3級,,500","15point,0.7KM2",境町,三陽測量,"58.12.1,59.2.20",,,,,,,,
